201902081944,1205392,419692,249360,1015804,0
201902082004,1205392,420436,249424,1015804,0
201902082005,1205392,420560,249468,1015804,0
201902082006,1205392,420560,249428,1015804,0
201902082008,1205392,420412,249220,1015804,0
201902082009,1205392,420312,249104,1015804,0
201902082010,1205392,420692,249412,1015804,0
201902082010,1205392,420808,249480,1015804,0
201902082010,1205392,420668,249340,1015804,0
201902082011,1205392,420808,249440,1015804,0
201902082011,1205392,420808,249416,1015804,0
201902082012,1205392,420932,249492,1015804,0
201902082014,1205392,420932,249428,1015804,0
201902082015,1205392,420932,249388,1015804,0
201902082016,1205392,421040,249472,1015804,0
201902082016,1205392,421056,249464,1015804,0
201902082017,1205392,419916,248284,1015804,0
201902082018,1205392,420784,249088,1015804,0
201902082019,1205392,421180,249428,1015804,0
